movie_id,title,tags,clean_title
100402,Captain America: The Winter Soldier,"after the cataclysmic events in new york with the avengers, steve rogers, aka captain america is living quietly in washington, d.c. and trying to adjust to the modern world. but when a s.h.i.e.l.d. colleague comes under attack, steve becomes embroiled in a web of intrigue that threatens to put the world at risk. joining forces with the black widow, captain america struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. when the full scope of the villainous plot is revealed, captain america and the black widow enlist the help of a new ally, the falcon. however, they soon find themselves up against an unexpected and formidable enemy—the winter soldier. action adventure sciencefictionaction adventure sciencefictionaction adventure sciencefiction washingtond.c. future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthrillerwashingtond.c. future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthriller chrisevans samuell.jackson scarlettjohanssonchrisevans samuell.jackson scarlettjohansson anthonyrusso joerussoanthonyrusso joerusso",captainamericathewintersoldier
10192,Shrek Forever After,"a bored and domesticated shrek pacts with deal-maker rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of far far away—where rumpelstiltskin is king, ogres are hunted, and he and fiona have never met—he sets out to restore his world and reclaim his true love. comedy adventure fantasy animation familycomedy adventure fantasy animation familycomedy adventure fantasy animation family ogre 3dogre 3d mikemyers eddiemurphy camerondiazmikemyers eddiemurphy camerondiaz mikemitchellmikemitchell",shrekforeverafter
158852,Tomorrowland,"bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""tomorrowland."" adventure family mystery sciencefictionadventure family mystery sciencefictionadventure family mystery sciencefiction inventor apocalypse destiny imax dreamer futuristiccar futuristiccityinventor apocalypse destiny imax dreamer futuristiccar futuristiccity brittrobertson georgeclooney raffeycassidybrittrobertson georgeclooney raffeycassidy bradbirdbradbird",tomorrowland
177572,Big Hero 6,"the special bond that develops between plus-sized inflatable robot baymax, and prodigy hiro hamada, who team up with a group of friends to form a band of high-tech heroes. adventure family animation action comedyadventure family animation action comedyadventure family animation action comedy brotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrotherbrotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrother scottadsit ryanpotter danielhenneyscottadsit ryanpotter danielhenney chriswilliams donhallchriswilliams donhall",bighero6
82690,Wreck-It Ralph,"wreck-it ralph is the 9-foot-tall, 643-pound villain of an arcade video game named fix-it felix jr., in which the game's titular hero fixes buildings that ralph destroys. wanting to prove he can be a good guy and not just a villain, ralph escapes his game and lands in hero's duty, a first-person shooter where he helps the game's hero battle against alien invaders. he later enters sugar rush, a kart racing game set on tracks made of candies, cookies and other sweets. there, ralph meets vanellope von schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that ralph may have inadvertently started. family animation comedy adventurefamily animation comedy adventurefamily animation comedy adventure supportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialrejectsupportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialreject johnc.reilly sarahsilverman jackmcbrayerjohnc.reilly sarahsilverman jackmcbrayer richmoorerichmoore",wreckitralph
47933,Independence Day: Resurgence,"we always knew they were coming back. using recovered alien technology, the nations of earth have collaborated on an immense defense program to protect the planet. but nothing can prepare us for the aliens’ advanced and unprecedented force. only the ingenuity of a few brave men and women can bring our world back from the brink of extinction. action adventure sciencefictionaction adventure sciencefictionaction adventure sciencefiction alternatehistory alieninvasionalternatehistory alieninvasion liamhemsworth jeffgoldblum billpullmanliamhemsworth jeffgoldblum billpullman rolandemmerichrolandemmerich",independencedayresurgence
10191,How to Train Your Dragon,"as the son of a viking leader on the cusp of manhood, shy hiccup horrendous haddock iii faces a rite of passage: he must kill a dragon to prove his warrior mettle. but after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names toothless – much to the chagrin of his warrior father fantasy adventure animation familyfantasy adventure animation familyfantasy adventure animation family flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warriorflying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior jaybaruchel gerardbutler craigfergusonjaybaruchel gerardbutler craigferguson chrissanders deandebloischrissanders deandeblois",howtotrainyourdragon
118340,Guardians of the Galaxy,"light years from earth, 26 years after being abducted, peter quill finds himself the prime target of a manhunt after discovering an orb wanted by ronan the accuser. action sciencefiction adventureaction sciencefiction adventureaction sciencefiction adventure marvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniversemarvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverse chrispratt zoesaldana davebautistachrispratt zoesaldana davebautista jamesgunnjamesgunn",guardiansofthegalaxy
157336,Interstellar,interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage. adventure drama sciencefictionadventure drama sciencefictionadventure drama sciencefiction savingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativitysavingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativity matthewmcconaughey jessicachastain annehathawaymatthewmcconaughey jessicachastain annehathaway christophernolanchristophernolan,interstellar
27205,Inception,"cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious. action thriller sciencefiction mystery adventureaction thriller sciencefiction mystery adventureaction thriller sciencefiction mystery adventure lossoflover dream kidnapping sleep subconsciousness heist redemption femaleherolossoflover dream kidnapping sleep subconsciousness heist redemption femalehero leonardodicaprio josephgordon-levitt ellenpageleonardodicaprio josephgordon-levitt ellenpage christophernolanchristophernolan",inception
49051,The Hobbit: An Unexpected Journey,"bilbo baggins, a hobbit enjoying his quiet life, is swept into an epic quest by gandalf the grey and thirteen dwarves who seek to reclaim their mountain home from smaug, the dragon. adventure fantasy actionadventure fantasy actionadventure fantasy action riddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomesriddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomes ianmckellen martinfreeman richardarmitageianmckellen martinfreeman richardarmitage peterjacksonpeterjackson",thehobbitanunexpectedjourney
4922,The Curious Case of Benjamin Button,"tells the story of benjamin button, a man who starts aging backwards with bizarre consequences. fantasy drama thriller mystery romancefantasy drama thriller mystery romancefantasy drama thriller mystery romance diary navy funeral tea travel hospitaldiary navy funeral tea travel hospital cateblanchett bradpitt tildaswintoncateblanchett bradpitt tildaswinton davidfincherdavidfincher",thecuriouscaseofbenjaminbutton
49538,X-Men: First Class,"before charles xavier and erik lensherr took the names professor x and magneto, they were two young men discovering their powers for the first time. before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known. action sciencefiction adventureaction sciencefiction adventureaction sciencefiction adventure cia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960scia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960s jamesmcavoy michaelfassbender jenniferlawrencejamesmcavoy michaelfassbender jenniferlawrence matthewvaughnmatthewvaughn",xmenfirstclass
131634,The Hunger Games: Mockingjay - Part 2,"with the nation of panem in a full scale war, katniss confronts president snow in the final showdown. teamed with a group of her closest friends – including gale, finnick, and peeta – katniss goes off on a mission with the unit from district 13 as they risk their lives to stage an assassination attempt on president snow who has become increasingly obsessed with destroying her. the mortal traps, enemies, and moral choices that await katniss will challenge her more than any arena she faced in the hunger games. action adventure sciencefictionaction adventure sciencefictionaction adventure sciencefiction revolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovelrevolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworthjenniferlawrence joshhutcherson liamhemsworth francislawrencefrancislawrence",thehungergamesmockingjaypart2
27022,The Sorcerer's Apprentice,"balthazar blake is a master sorcerer in modern-day manhattan trying to defend the city from his arch-nemesis, maxim horvath. balthazar can't do it alone, so he recruits dave stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. the sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness. fantasy adventure action comedy dramafantasy adventure action comedy dramafantasy adventure action comedy drama witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morganawitch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana nicolascage jaybaruchel monicabelluccinicolascage jaybaruchel monicabellucci jonturteltaubjonturteltaub",thesorcerersapprentice
503,Poseidon,"a packed cruise ship traveling the atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives. adventure action drama thrilleradventure action drama thrilleradventure action drama thriller newyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedshipnewyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedship kurtrussell richarddreyfuss joshlucaskurtrussell richarddreyfuss joshlucas wolfgangpetersenwolfgangpetersen",poseidon
241259,Alice Through the Looking Glass,"in the sequel to tim burton's ""alice in wonderland"", alice kingsleigh returns to underland and faces a new adventure in saving the mad hatter. fantasyfantasyfantasy basedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3dbasedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3d johnnydepp miawasikowska annehathawayjohnnydepp miawasikowska annehathaway jamesbobinjamesbobin",alicethroughthelookingglass
810,Shrek the Third,"the king of far far away has died and shrek and fiona are to become king &amp; queen. however, shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom. fantasy adventure animation comedy familyfantasy adventure animation comedy familyfantasy adventure animation comedy family ambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstingerambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstinger mikemyers eddiemurphy camerondiazmikemyers eddiemurphy camerondiaz chrismiller ramanhuichrismiller ramanhui",shrekthethird
68735,Warcraft,"the peaceful realm of azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. as a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. from opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home. action adventure fantasyaction adventure fantasyaction adventure fantasy videogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorceryvideogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorcery paulapatton travisfimmel benfosterpaulapatton travisfimmel benfoster duncanjonesduncanjones",warcraft
87101,Terminator Genisys,"the year is 2029. john connor, leader of the resistance continues the war against the machines. at the los angeles offensive, john's fears of the unknown future begin to emerge when tecom spies reveal a new plot by skynet that will attack him from both fronts; past and future, and will ultimately change warfare forever. sciencefiction action thriller adventuresciencefiction action thriller adventuresciencefiction action thriller adventure savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3dsavingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d arnoldschwarzenegger jasonclarke emiliaclarkearnoldschwarzenegger jasonclarke emiliaclarke alantayloralantaylor",terminatorgenisys
1858,Transformers,"young teenager, sam witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic autobots and the evil decepticons. sam holds the clue to unimaginable power and the decepticons will stop at nothing to retrieve it. adventure sciencefiction actionadventure sciencefiction actionadventure sciencefiction action destroy transformation alien basedontoy transformers robot duringcreditsstinger teenageherodestroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero shialabeouf joshduhamel meganfoxshialabeouf joshduhamel meganfox michaelbaymichaelbay",transformers
675,Harry Potter and the Order of the Phoenix,"returning for his fifth year of study at hogwarts, harry is stunned to find that his warnings about the return of lord voldemort have been ignored. left with no choice, harry takes matters into his own hands, training a small group of students – dubbed 'dumbledore's army' – to defend themselves against the dark arts. adventure fantasy family mysteryadventure fantasy family mysteryadventure fantasy family mystery prophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultismprophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultism danielradcliffe rupertgrint emmawatsondanielradcliffe rupertgrint emmawatson davidyatesdavidyates",harrypotterandtheorderofthephoenix
674,Harry Potter and the Goblet of Fire,"harry starts his fourth year at hogwarts, competes in the treacherous triwizard tournament and faces the evil lord voldemort. ron and hermione help harry manage the pressure – but voldemort lurks, awaiting his chance to destroy harry and all that he stands for. adventure fantasy familyadventure fantasy familyadventure fantasy family magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovelmagic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovel danielradcliffe rupertgrint emmawatsondanielradcliffe rupertgrint emmawatson mikenewellmikenewell",harrypotterandthegobletoffire
8960,Hancock,"hancock is a down-and-out superhero who's forced to employ a pr expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. the agent's idea of imprisoning the antihero to make the world miss him proves successful, but will hancock stick to his new sense of purpose or slip back into old habits? fantasy actionfantasy actionfantasy action flying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstingerflying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstinger willsmith charlizetheron jasonbatemanwillsmith charlizetheron jasonbateman peterbergpeterberg",hancock
6479,I Am Legend,"robert neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. immune, neville is now the last human survivor in what is left of new york city and perhaps the world. for three years, neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. but he is not alone. drama horror action thriller sciencefictiondrama horror action thriller sciencefictiondrama horror action thriller sciencefiction savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemicsavingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic willsmith alicebraga charlietahanwillsmith alicebraga charlietahan francislawrencefrancislawrence",iamlegend
118,Charlie and the Chocolate Factory,"a young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker. adventure comedy family fantasyadventure comedy family fantasyadventure comedy family fantasy londonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacherlondonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacher johnnydepp freddiehighmore davidkellyjohnnydepp freddiehighmore davidkelly timburtontimburton",charlieandthechocolatefactory
2062,Ratatouille,"a rat named remy dreams of becoming a great french chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. when fate places remy in the sewers of paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, auguste gusteau. despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine french restaurant, remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of paris upside down. animation comedy family fantasyanimation comedy family fantasyanimation comedy family fantasy paris brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef ratparis brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef rat pattonoswalt ianholm louromanopattonoswalt ianholm louromano janpinkava bradbirdjanpinkava bradbird",ratatouille
272,Batman Begins,"driven by tragedy, billionaire bruce wayne dedicates his life to uncovering and defeating the corruption that plagues his home, gotham city.  unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - the batman. action crime dramaaction crime dramaaction crime drama himalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlovehimalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlove christianbale michaelcaine liamneesonchristianbale michaelcaine liamneeson christophernolanchristophernolan",batmanbegins
10527,Madagascar: Escape 2 Africa,"alex, marty, melman, gloria, king julien, maurice, the penguins and the chimps are back and still marooned on madagascar. in the face of this obstacle, the new yorkers have hatched a plan so crazy it just might work. with military precision, the penguins have repaired an old crashed plane... sort of. family animationfamily animationfamily animation africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstingerafrica jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger benstiller jadapinkettsmith davidschwimmerbenstiller jadapinkettsmith davidschwimmer ericdarnell tommcgrathericdarnell tommcgrath",madagascarescape2africa
18360,Night at the Museum: Battle of the Smithsonian,"hapless museum night watchman larry daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the smithsonian institution. larry's (mis)adventures this time include close encounters with amelia earhart, abe lincoln and ivan the terrible. adventure fantasy action comedy familyadventure fantasy action comedy familyadventure fantasy action comedy family museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonianmuseum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian benstiller amyadams owenwilsonbenstiller amyadams owenwilson shawnlevyshawnlevy",nightatthemuseumbattleofthesmithsonian
2080,X-Men Origins: Wolverine,"after seeking to live a normal life, logan sets out to avenge the death of his girlfriend by undergoing the mutant weapon x program and becoming wolverine. adventure action thriller sciencefictionadventure action thriller sciencefictionadventure action thriller sciencefiction corruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstingercorruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstinger hughjackman lievschreiber dannyhustonhughjackman lievschreiber dannyhuston gavinhoodgavinhood",xmenoriginswolverine
109445,Frozen,"young princess anna of arendelle dreams about finding true love at her sister elsa’s coronation. fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. she's accompanied by ice delivery man kristoff, his reindeer sven, and snowman olaf. on an adventure where she will find out what friendship, courage, family, and true love really means. animation adventure familyanimation adventure familyanimation adventure family queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3dqueen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d kristenbell idinamenzel jonathangroffkristenbell idinamenzel jonathangroff chrisbuck jenniferleechrisbuck jenniferlee",frozen
76338,Thor: The Dark World,"thor fights to restore order across the cosmos… but an ancient race led by the vengeful malekith returns to plunge the universe back into darkness. faced with an enemy that even odin and asgard cannot withstand, thor must embark on his most perilous and personal journey yet, one that will reunite him with jane foster and force him to sacrifice everything to save us all. action adventure fantasyaction adventure fantasyaction adventure fantasy marvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgardmarvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgard chrishemsworth natalieportman tomhiddlestonchrishemsworth natalieportman tomhiddleston alantayloralantaylor",thorthedarkworld
76341,Mad Max: Fury Road,"an apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. within this world exist two rebels on the run who just might be able to restore order. there's max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. and furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland. action adventure sciencefiction thrilleraction adventure sciencefiction thrilleraction adventure sciencefiction thriller future chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuturefuture chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuture tomhardy charlizetheron nicholashoulttomhardy charlizetheron nicholashoult georgemillergeorgemiller",madmaxfuryroad
10195,Thor,"against his father odin's will, the mighty thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. thor is cast down to earth and forced to live among humans as punishment. once here, thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of asgard to invade earth. adventure fantasy actionadventure fantasy actionadventure fantasy action newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdallnewmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall chrishemsworth natalieportman tomhiddlestonchrishemsworth natalieportman tomhiddleston kennethbranaghkennethbranagh",thor
13053,Bolt,"bolt is the star of the biggest show in hollywood. the only problem is, he thinks it's real. after he's accidentally shipped to new york city and separated from penny, his beloved co-star and owner, bolt must harness all his ""super powers"" to find a way home. animation family adventure comedyanimation family adventure comedyanimation family adventure comedy hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationshiphamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship johntravolta mileycyrus susieessmanjohntravolta mileycyrus susieessman chriswilliams byronhowardchriswilliams byronhoward",bolt
19585,G-Force,"a team of trained secret agent animals, guinea pigs darwin, juarez, blaster, mole speckles, and fly mooch takes on a mission for the us government to stop evil leonard saber, who plans to destroy the world with household appliances. but the government shuts them down and they are sentenced to a pet shop. can they escape to defeat the villain and save the world? fantasy action adventure family comedyfantasy action adventure family comedyfantasy action adventure family comedy dyr duringcreditsstingerdyr duringcreditsstinger samrockwell penélopecruz tracymorgansamrockwell penélopecruz tracymorgan hoytyeatmanhoytyeatman",gforce
57165,Wrath of the Titans,"a decade after his heroic defeat of the monstrous kraken, perseus-the demigod son of zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, helius. meanwhile, a struggle for supremacy rages between the gods and the titans. dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned titans and their ferocious leader, kronos, father of the long-ruling brothers zeus, hades and poseidon. adventureadventureadventure underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3dunderworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d samworthington liamneeson ralphfiennessamworthington liamneeson ralphfiennes jonathanliebesmanjonathanliebesman",wrathofthetitans
62213,Dark Shadows,vampire barnabas collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. he returns to collinwood manor to find that his once-grand estate and family have fallen into ruin. comedy fantasycomedy fantasycomedy fantasy witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansionwitch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion johnnydepp michellepfeiffer helenabonhamcarterjohnnydepp michellepfeiffer helenabonhamcarter timburtontimburton,darkshadows
177677,Mission: Impossible - Rogue Nation,"ethan and team take on their most impossible mission yet, eradicating the syndicate - an international rogue organization as highly skilled as they are, committed to destroying the imf. action adventure thrilleraction adventure thrilleraction adventure thriller londonengland spy austria villain sequel mission conspiracy viennaopera viennalondonengland spy austria villain sequel mission conspiracy viennaopera vienna tomcruise rebeccaferguson simonpeggtomcruise rebeccaferguson simonpegg christophermcquarriechristophermcquarrie",missionimpossibleroguenation
7978,The Wolfman,"lawrence talbot, an american man on a visit to victorian london to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh. drama horror thrillerdrama horror thrillerdrama horror thriller fathersonrelationship victorianengland remake ruralsetting werewolffathersonrelationship victorianengland remake ruralsetting werewolf beniciodeltoro anthonyhopkins emilybluntbeniciodeltoro anthonyhopkins emilyblunt joejohnstonjoejohnston",thewolfman
5559,Bee Movie,"barry b. benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. on a special trip outside the hive, barry's life is saved by vanessa, a florist in new york city. as their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us. family animation adventure comedyfamily animation adventure comedyfamily animation adventure comedy factoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstingerfactoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstinger jerryseinfeld renéezellweger jimcummingsjerryseinfeld renéezellweger jimcummings stevehickner simonj.smithstevehickner simonj.smith",beemovie
49444,Kung Fu Panda 2,"po is now living his dream as the dragon warrior, protecting the valley of peace alongside his friends and fellow kung fu masters, the furious five - tigress, crane, mantis, viper and monkey. but po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer china and destroy kung fu. it is up to po and the furious five to journey across china to face this threat and vanquish it. but how can po stop a weapon that can stop kung fu? he must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed. animation familyanimation familyanimation family martialarts hope fleet panda mission womandirectormartialarts hope fleet panda mission womandirector jackblack angelinajolie dustinhoffmanjackblack angelinajolie dustinhoffman jenniferyuhnelsonjenniferyuhnelson",kungfupanda2
10196,The Last Airbender,"the story follows the adventures of aang, a young successor to a long line of avatars, who must put his childhood ways aside and stop the fire nation from enslaving the water, earth and air nations. action adventure family fantasyaction adventure family fantasyaction adventure family fantasy fire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheeringfire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheering noahringer nicolapeltz jacksonrathbonenoahringer nicolapeltz jacksonrathbone m.nightshyamalanm.nightshyamalan",thelastairbender
